company,name,year,kms_driven,price,fuel_type,unnamed: 6
10,1,2023,5000,7000000,2,
4,1,2023,5000,8000000,2,
8,1,2023,5000,22500000,2,
8,1,2023,5000,22500000,2,
8,1,2023,5000,10000000,2,
6,1,2023,5000,15000000,2,
4,1,2023,5000,8500000,2,
11,1,2021,5000,4000000,2,
8,1,2023,5000,10300000,2,
8,1,2023,5000,12500000,2,
4,1,2023,5000,8500000,2,
5,1,2023,5000,16900000,2,
22,1,2024,5000,7999000,2,
5,1,2022,5000,6500000,2,
4,1,2017,5000,1500000,2,
5,1,2023,5000,11500000,2,
5,1,2023,5000,14000000,2,
4,1,2023,60000,7500000,2,
4,1,2023,60000,7500000,2,
4,1,2023,60000,7500000,2,
4,1,2023,5000,10000000,2,
4,1,2023,60000,7500000,2,
4,1,2023,60000,7500000,2,
4,1,2023,55000,7500000,2,
4,1,2023,60000,7500000,2,
4,1,2023,60000,7500000,2,
4,1,2022,5000,8500000,2,
23,1,2023,10000,34900000,2,
5,1,2023,5000,8499000,2,
4,1,2022,5000,2950000,2,
6,1,2022,10000,9500000,2,
6,1,2020,5000,2500000,2,
6,1,2023,5000,10300000,2,
1,4,2018,25000,14500000,1,
1,27,2020,10000,10000000,1,
1,4,2025,1000,24000000,1,
